battery_capacity_kWh,avg_speed_kmph,distance_km,temperature_c,humidity_percent,charging_time_hrs,vehicle_weight_kg,driving_mode,terrain_type,ev_energy_demand
28,69,170,27,60,3.45,2234,sport,rural,1
79,22,68,13,43,0.76,1337,eco,highway,1
64,57,201,44,22,0.69,1657,sport,urban,0
63,45,236,-9,63,1.0,2442,normal,urban,1
64,52,55,10,20,0.84,1498,normal,urban,0
51,29,156,43,62,4.12,2327,eco,highway,0
81,22,99,19,88,1.52,2070,sport,urban,0
63,36,291,16,23,1.13,1201,eco,urban,1
55,72,82,14,46,3.21,1735,normal,highway,1
25,84,91,14,77,3.29,2497,eco,rural,1
95,58,248,13,54,4.42,1798,sport,highway,1
84,42,20,21,88,0.59,2338,eco,urban,1
51,29,156,43,62,4.12,2327,eco,highway,0
64,92,111,21,74,3.71,1989,normal,urban,1
22,36,163,0,58,0.62,2035,sport,urban,1
83,28,297,34,60,0.83,1192,normal,highway,1
62,24,270,-9,79,4.25,2187,eco,highway,0
89,83,164,7,76,3.87,1832,eco,highway,1
48,30,156,23,85,0.85,1592,eco,highway,0
49,30,102,10,80,3.98,1108,normal,highway,1
78,78,47,44,56,4.58,1150,sport,urban,1
76,65,44,44,67,4.9,2403,sport,highway,0
61,86,252,-3,20,4.81,1283,sport,highway,0
89,52,54,42,59,1.74,1489,eco,urban,0
38,64,26,26,62,1.84,1134,sport,rural,0
88,78,251,20,30,0.67,1894,eco,rural,0
39,45,129,36,30,0.72,1987,sport,rural,1
90,56,229,7,47,4.78,1790,sport,rural,0
31,91,225,-3,65,1.08,1219,sport,highway,0
56,21,296,0,70,2.95,1513,normal,rural,1
33,56,243,30,44,3.78,1937,eco,urban,0
28,93,95,10,37,2.4,1527,eco,rural,0
58,56,138,21,43,1.73,1902,normal,rural,1
40,48,285,13,54,2.83,2145,eco,urban,0
70,78,225,44,53,2.03,1288,normal,highway,0
44,57,208,30,55,4.35,1886,normal,highway,0
80,25,67,-4,21,3.46,1859,sport,urban,1
35,91,128,7,72,2.47,2126,eco,urban,1
68,38,130,10,68,4.52,2085,sport,highway,1
37,88,277,4,39,1.67,1403,sport,rural,0
34,79,259,-9,75,2.14,1594,sport,highway,0
27,87,271,-4,38,4.81,2001,eco,urban,0
47,29,74,43,35,4.8,2466,eco,highway,0
62,90,11,23,70,3.89,1184,eco,highway,0
30,57,254,-9,23,3.1,2306,sport,highway,0
87,70,89,12,27,1.77,1058,normal,rural,0
27,82,48,2,36,2.8,1917,sport,rural,0
28,72,283,8,88,1.86,1449,eco,urban,0
54,20,279,39,64,2.7,1517,normal,urban,0
55,72,82,14,46,3.21,1735,normal,highway,1
72,70,226,-2,59,2.37,1400,sport,rural,0
54,78,17,29,40,4.97,1193,normal,urban,0
30,78,197,-3,85,1.93,2014,sport,highway,1
82,58,23,-1,53,2.64,2018,eco,rural,1
34,83,256,-4,37,3.15,1402,normal,rural,1
23,23,185,28,33,3.31,1680,sport,rural,0
21,36,218,20,67,4.01,2424,normal,urban,0
79,93,25,38,57,2.06,2415,sport,highway,1
28,70,201,11,69,3.66,1255,eco,highway,1
40,69,67,35,53,2.02,2412,sport,rural,1
63,62,70,27,65,3.32,1820,eco,highway,1
48,57,260,17,74,4.39,2131,normal,highway,1
64,25,94,35,63,3.8,1533,normal,rural,0
49,30,217,10,47,1.25,1244,sport,rural,0
73,68,93,25,82,1.7,1152,normal,highway,0
49,97,24,5,23,0.59,1621,eco,urban,0
42,72,82,8,38,4.48,1594,sport,highway,0
92,78,142,21,70,2.8,1690,sport,rural,0
38,23,48,3,82,3.83,2392,normal,urban,0
31,71,50,-3,23,4.63,1291,sport,highway,0
56,49,36,14,25,4.89,1661,sport,highway,0
22,89,31,1,70,3.4,1087,sport,rural,0
32,91,223,-2,47,4.74,1720,normal,highway,1
29,64,180,13,75,1.77,1095,sport,highway,0
96,20,132,12,26,2.75,1072,eco,highway,0
46,66,85,5,21,2.27,1394,normal,highway,1
38,59,86,9,31,4.7,2245,normal,urban,0
62,41,240,12,86,3.04,1684,sport,highway,0
27,80,296,12,36,1.49,1634,sport,urban,0
43,71,179,-5,21,3.33,1386,sport,highway,1
49,30,102,10,80,3.98,1108,normal,highway,1
45,30,140,0,74,4.75,1540,eco,highway,0
22,41,40,1,79,0.78,2096,sport,highway,0
32,91,223,-2,47,4.74,1720,normal,highway,1
35,25,242,15,85,3.35,2358,eco,urban,1
95,44,140,31,29,1.8,2092,eco,highway,1
28,21,145,21,60,4.93,1649,sport,rural,1
50,70,290,-9,87,3.73,1229,sport,highway,0
31,57,293,1,68,3.22,2389,sport,rural,0
48,51,266,34,59,2.46,1643,normal,rural,0
80,49,185,39,35,0.96,1504,sport,rural,0
36,27,139,17,28,0.82,2159,normal,highway,1
95,60,68,38,60,4.59,2230,eco,highway,1
22,89,222,44,47,1.38,2460,normal,rural,0
55,80,56,33,50,1.14,2443,sport,highway,0
81,61,74,38,73,2.01,2230,normal,urban,0
96,46,116,22,43,0.54,2472,sport,highway,1
52,24,245,7,89,4.22,1559,sport,urban,0
20,60,195,30,64,4.32,1428,sport,urban,0
25,44,111,2,79,4.76,1203,sport,highway,0
80,50,192,26,78,3.17,1820,normal,urban,0
27,59,166,-9,51,3.82,1068,normal,highway,0
80,95,289,-8,88,2.32,1806,sport,highway,0
60,70,43,24,74,2.68,1147,sport,rural,1
86,89,120,11,74,4.78,2358,normal,urban,0
78,89,169,41,29,0.52,1389,eco,rural,0
82,70,91,21,87,3.3,1528,sport,highway,1
93,82,139,6,64,1.63,2072,normal,highway,1
78,94,36,14,31,1.79,1745,eco,rural,0
45,30,140,0,74,4.75,1540,eco,highway,0
88,72,259,27,80,2.11,2222,normal,urban,0
38,51,10,-6,36,2.34,2391,sport,urban,1
43,53,30,22,45,1.8,1434,sport,highway,1
68,79,81,42,53,2.84,1136,eco,urban,0
67,54,21,24,44,2.89,1847,normal,highway,0
40,63,48,24,52,1.83,1302,eco,highway,1
27,87,271,-4,38,4.81,2001,eco,urban,0
35,88,16,-9,61,2.45,1559,normal,rural,1
38,93,31,43,64,2.5,1831,normal,highway,1
52,24,245,7,89,4.22,1559,sport,urban,0
26,83,97,8,58,4.96,1234,eco,rural,0
44,24,242,29,72,3.53,2150,normal,highway,0
22,41,40,1,79,0.78,2096,sport,highway,0
91,77,91,10,44,3.78,1922,normal,rural,1
97,70,126,13,39,2.31,2348,sport,rural,1
58,97,232,-8,80,1.52,1898,eco,urban,1
21,36,65,5,87,3.14,1060,normal,urban,1
82,58,23,-1,53,2.64,2018,eco,rural,1
92,78,142,21,70,2.8,1690,sport,rural,0
31,81,252,2,59,1.39,2292,sport,highway,1
54,83,217,14,44,2.59,2236,eco,highway,1
36,27,139,17,28,0.82,2159,normal,highway,1
47,74,145,2,30,4.09,1479,eco,rural,0
74,66,21,12,57,4.07,1855,normal,rural,0
55,72,82,14,46,3.21,1735,normal,highway,1
38,76,271,2,84,1.5,1658,normal,rural,1
72,70,226,-2,59,2.37,1400,sport,rural,0
83,28,297,34,60,0.83,1192,normal,highway,1
43,87,219,38,31,2.12,2230,normal,rural,0
67,58,175,-1,34,1.53,1645,normal,urban,0
57,56,233,10,49,3.03,1339,normal,urban,0
25,79,88,-7,69,2.85,2062,eco,rural,1
25,79,88,-7,69,2.85,2062,eco,rural,1
21,81,69,7,22,0.52,1062,eco,rural,1
80,48,288,24,42,4.38,1867,sport,highway,0
51,75,260,5,77,1.95,2134,eco,rural,1
71,26,185,31,40,2.64,2459,eco,urban,0
37,45,168,22,49,2.94,1386,normal,rural,1
39,32,294,16,27,3.43,1963,normal,highway,0
68,21,116,18,47,4.85,1454,normal,highway,0
71,76,285,17,30,1.77,2115,eco,rural,0
81,65,96,28,72,4.34,2305,eco,highway,0
70,44,23,44,48,2.27,1750,eco,highway,0
63,21,270,18,45,4.12,1038,normal,highway,1
92,49,10,6,68,2.09,2437,normal,rural,0
94,59,178,-10,89,1.72,2466,normal,rural,1
42,23,117,-4,81,4.35,2071,eco,urban,1
46,79,266,-10,32,2.21,1566,eco,rural,0
27,48,95,35,23,1.38,2019,sport,rural,1
74,45,93,11,67,4.13,1092,normal,rural,1
93,28,254,19,60,2.16,1677,normal,rural,1
71,93,237,10,87,1.53,2436,sport,urban,0
59,66,219,10,77,1.74,1218,sport,urban,0
26,32,279,-3,46,4.4,1039,sport,rural,1
59,22,22,30,45,4.05,1852,normal,rural,0
26,38,128,29,55,4.18,2260,normal,rural,1
86,59,46,24,21,4.07,2410,sport,urban,1
20,44,49,34,43,0.82,1962,normal,urban,1
78,89,244,22,58,0.71,1493,eco,rural,0
56,47,49,-6,40,1.55,1169,eco,urban,1
81,65,96,28,72,4.34,2305,eco,highway,0
77,42,23,-1,33,4.92,1639,normal,rural,1
90,93,208,15,65,3.11,1217,sport,urban,0
31,36,167,0,69,2.48,1257,normal,highway,1
79,97,190,1,85,4.13,2449,normal,rural,1
57,86,151,-1,29,3.69,2201,eco,urban,0
71,74,21,34,40,4.29,1567,eco,highway,1
88,54,255,6,66,3.78,1898,sport,rural,0
20,95,64,39,83,3.7,2474,normal,highway,1
22,27,38,19,89,4.08,1914,eco,rural,0
93,90,204,-3,31,0.66,1002,sport,highway,1
83,68,158,43,39,1.19,2107,eco,highway,1
22,47,49,1,80,1.05,1943,eco,urban,1
89,71,146,41,34,3.68,2271,sport,rural,1
46,79,266,-10,32,2.21,1566,eco,rural,0
74,27,68,33,36,3.99,2187,normal,highway,0
33,76,157,-4,44,3.3,1931,sport,urban,1
63,21,270,18,45,4.12,1038,normal,highway,1
90,43,86,39,26,1.72,1648,sport,highway,0
43,94,140,-10,65,0.63,1541,normal,highway,0
73,38,279,31,27,4.81,2152,normal,rural,1
73,38,279,31,27,4.81,2152,normal,rural,1
67,21,280,-9,20,1.11,1802,normal,rural,0
25,44,111,2,79,4.76,1203,sport,highway,0
71,77,298,7,80,3.23,2014,normal,urban,1
22,96,90,10,35,2.99,1390,sport,highway,1
60,23,275,31,28,3.08,1744,normal,urban,1
88,72,259,27,80,2.11,2222,normal,urban,0
28,69,170,27,60,3.45,2234,sport,rural,1
67,36,93,7,51,1.4,1282,normal,urban,1
72,72,297,13,73,4.85,1360,normal,rural,0
43,70,276,4,59,4.81,2437,sport,rural,0
81,48,29,40,56,0.81,2224,eco,rural,0
93,22,197,-6,79,4.59,2368,sport,urban,0
26,75,186,28,88,1.4,1099,eco,rural,1
57,56,233,10,49,3.03,1339,normal,urban,0
64,52,55,10,20,0.84,1498,normal,urban,0
87,53,68,29,68,1.14,1274,normal,highway,1
94,46,253,14,48,1.13,2147,normal,rural,0
82,25,136,4,38,0.72,1924,eco,rural,1
77,93,86,6,65,1.67,1146,sport,rural,1
57,83,260,13,66,2.16,2408,normal,highway,1
46,66,235,11,39,0.83,1042,sport,rural,1
38,51,10,-6,36,2.34,2391,sport,urban,1
74,70,165,4,68,1.34,1316,eco,highway,1
61,65,187,25,64,1.87,1803,eco,urban,0
49,66,278,12,64,4.14,2364,sport,rural,0
35,53,194,4,80,0.75,1726,sport,rural,0
41,29,117,9,65,1.02,1887,sport,rural,0
48,51,266,34,59,2.46,1643,normal,rural,0
20,72,212,18,56,4.38,2281,sport,rural,1
46,66,85,5,21,2.27,1394,normal,highway,1
61,48,131,28,65,1.16,1957,normal,rural,0
83,54,113,20,22,1.22,2120,eco,highway,0
74,46,273,11,72,2.94,2164,normal,urban,0
93,90,204,-3,31,0.66,1002,sport,highway,1
85,34,73,12,76,4.54,1494,sport,highway,0
93,30,61,4,48,1.21,2299,normal,highway,1
81,22,99,19,88,1.52,2070,sport,urban,0
80,53,207,21,78,1.99,2337,eco,rural,1
62,24,270,-9,79,4.25,2187,eco,highway,0
32,55,123,43,47,2.17,1385,eco,rural,0
39,46,169,-2,82,2.15,1973,sport,urban,1
83,28,172,35,78,2.36,2385,eco,highway,0
79,61,188,12,66,4.03,1637,normal,highway,1
40,40,209,-2,77,4.25,2426,normal,urban,1
83,59,293,9,80,4.76,1897,sport,highway,1
71,46,260,44,22,2.96,1204,sport,highway,0
86,89,120,11,74,4.78,2358,normal,urban,0
31,91,225,-3,65,1.08,1219,sport,highway,0
27,31,62,4,33,1.25,1395,normal,rural,0
54,70,281,10,34,2.33,2375,eco,rural,1
40,63,48,24,52,1.83,1302,eco,highway,1
