Vehicle_ID,Battery_Type,Vehicle_Type,Ambient_Temperature,Distance_Driven_km,State_of_Charge_%,Battery_Capacity_kWh,Current_Speed_kmph,Energy_Consumed_kWh,Predicted_Value
EV3320,LiFePO4,Hatchback,13.9,216.8,72.6,94.8,29.2,43.36,in demand
EV2098,NiMH,SUV,4.1,5.0,98.6,49.5,99.0,1.0,not in demand
EV1379,NiMH,Truck,25.4,274.7,45.4,39.0,74.6,54.94,in demand
EV2604,Li-ion,Sedan,16.5,230.5,47.3,29.4,107.9,46.1,in demand
EV1739,LiFePO4,Truck,6.5,170.3,10.0,21.8,28.2,34.06,not in demand
EV1197,Li-ion,SUV,18.7,92.5,33.9,47.3,108.4,18.5,not in demand
EV0621,Li-ion,Truck,5.2,463.3,53.7,43.3,6.7,92.66,in demand
EV1375,LiFePO4,Truck,13.8,401.8,59.5,81.5,85.0,80.36,in demand
EV2880,LiFePO4,Sedan,-5.8,311.6,89.9,28.2,105.2,62.32,in demand
EV1190,Li-ion,Truck,15.1,406.0,21.6,29.0,105.8,81.2,in demand
EV0329,Li-ion,Hatchback,44.4,54.0,26.6,73.9,91.7,10.8,not in demand
EV0649,NiMH,Sedan,29.1,2.7,45.9,91.4,56.3,0.54,not in demand
EV0898,NiMH,Hatchback,28.5,467.1,1.9,93.5,15.0,93.42,in demand
EV0912,Li-ion,SUV,22.1,463.5,72.0,67.1,10.2,92.7,in demand
EV1124,LiFePO4,Sedan,16.9,423.3,49.2,61.1,64.0,84.66,in demand
EV1892,NiMH,Hatchback,19.5,3.9,44.4,44.1,35.5,0.78,not in demand
EV0460,Li-ion,Truck,4.6,56.4,71.2,70.4,29.4,11.28,not in demand
EV0285,Li-ion,Truck,38.6,7.7,19.1,85.8,111.8,1.54,not in demand
EV3440,NiMH,Hatchback,11.1,95.5,44.0,73.3,105.1,19.1,not in demand
EV0336,Li-ion,Hatchback,-0.7,52.9,58.9,40.1,52.1,10.58,not in demand
EV1594,LiFePO4,SUV,40.7,229.7,37.4,74.9,109.1,45.94,in demand
EV3313,NiMH,Truck,17.7,247.4,20.7,27.1,82.6,49.48,in demand
EV2548,Li-ion,Truck,12.4,32.6,22.2,24.0,105.1,6.52,not in demand
EV1546,LiFePO4,Sedan,11.8,237.5,84.3,44.5,33.1,47.5,in demand
EV1294,NiMH,Truck,0.0,178.1,45.2,47.9,6.2,35.62,not in demand
EV1024,Li-ion,Sedan,36.6,197.2,23.6,98.4,38.1,39.44,not in demand
EV1972,NiMH,SUV,29.9,124.4,70.7,20.1,38.2,24.88,not in demand
EV0141,LiFePO4,SUV,8.6,479.8,65.8,97.1,118.0,95.96,in demand
EV1715,Li-ion,Sedan,-4.9,382.8,59.3,37.8,42.5,76.56,in demand
EV1718,NiMH,Truck,18.3,198.6,47.3,55.3,3.6,39.72,not in demand
EV1478,NiMH,SUV,12.4,182.3,13.1,68.9,116.4,36.46,not in demand
EV0810,NiMH,Sedan,11.8,158.5,66.3,29.4,59.0,31.7,not in demand
EV2851,LiFePO4,Truck,19.6,311.7,94.9,85.9,119.2,62.34,in demand
EV0979,NiMH,Hatchback,-7.3,476.3,97.2,78.8,43.7,95.26,in demand
EV0934,LiFePO4,Hatchback,0.6,243.8,51.0,83.2,118.4,48.76,in demand
EV2589,NiMH,Hatchback,4.4,223.1,48.2,58.4,29.2,44.62,in demand
EV1685,LiFePO4,Truck,6.5,488.3,19.8,26.6,29.0,97.66,in demand
EV2783,LiFePO4,Truck,8.1,65.6,52.8,86.8,15.0,13.12,not in demand
EV1515,Li-ion,Truck,-2.3,465.3,53.0,54.4,80.7,93.06,in demand
EV2405,Li-ion,SUV,39.0,73.7,40.4,72.1,15.8,14.74,not in demand
EV2022,NiMH,Hatchback,-8.1,224.7,8.8,66.2,87.8,44.94,in demand
EV1710,LiFePO4,Truck,18.7,395.6,43.1,76.1,8.1,79.12,in demand
EV1768,NiMH,SUV,24.8,367.5,65.4,27.8,70.5,73.5,in demand
EV0175,LiFePO4,Truck,15.2,263.9,20.8,60.6,67.4,52.78,in demand
EV1555,LiFePO4,Sedan,43.2,209.9,68.4,88.0,108.0,41.98,in demand
EV1243,Li-ion,Hatchback,16.0,390.0,17.8,75.1,29.1,78.0,in demand
EV1483,Li-ion,Hatchback,38.4,330.1,50.4,90.6,82.0,66.02,in demand
EV0374,NiMH,Truck,32.3,64.3,93.1,32.7,37.9,12.86,not in demand
EV0218,LiFePO4,Hatchback,9.8,422.2,47.3,47.5,88.7,84.44,in demand
EV1802,NiMH,Truck,24.0,47.1,71.5,58.0,96.1,9.42,not in demand
EV1374,Li-ion,SUV,4.7,387.6,43.2,55.4,102.4,77.52,in demand
EV0691,LiFePO4,SUV,13.5,12.6,97.5,50.0,40.1,2.52,not in demand
EV2578,LiFePO4,Sedan,33.6,436.8,74.5,81.9,80.8,87.36,in demand
EV2234,LiFePO4,Truck,14.3,490.0,32.9,54.3,22.9,98.0,in demand
EV2239,NiMH,SUV,3.1,6.1,45.9,92.6,52.7,1.22,not in demand
EV1107,LiFePO4,SUV,12.0,456.8,48.0,63.9,115.0,91.36,in demand
EV1790,NiMH,Truck,-6.9,89.1,50.2,29.8,12.4,17.82,not in demand
EV3189,LiFePO4,Truck,26.2,246.9,23.2,62.4,96.0,49.38,in demand
EV2437,NiMH,Truck,-5.6,289.7,6.0,68.9,63.8,57.94,in demand
EV0612,NiMH,Hatchback,37.8,55.5,55.7,52.6,102.3,11.1,not in demand
EV1437,NiMH,Hatchback,37.6,184.0,32.4,33.1,91.4,36.8,not in demand
EV0812,NiMH,Truck,34.7,423.1,9.6,83.5,59.3,84.62,in demand
EV0577,Li-ion,Hatchback,15.8,54.1,95.1,89.5,19.6,10.82,not in demand
EV2064,NiMH,Truck,27.4,460.9,10.2,69.3,1.9,92.18,in demand
EV1096,Li-ion,Hatchback,34.7,324.3,63.9,32.8,2.4,64.86,in demand
EV1181,LiFePO4,Hatchback,18.2,245.2,83.8,23.8,34.4,49.04,in demand
EV0889,Li-ion,Hatchback,-8.8,196.0,66.4,59.1,33.7,39.2,not in demand
EV3129,LiFePO4,SUV,20.2,474.8,55.1,27.6,68.4,94.96,in demand
EV1733,Li-ion,SUV,44.1,231.2,85.5,98.6,81.6,46.24,in demand
EV2664,NiMH,SUV,43.0,333.1,14.6,78.6,42.3,66.62,in demand
EV0818,LiFePO4,Truck,3.2,0.8,10.2,62.6,29.6,0.16,not in demand
EV3278,NiMH,SUV,-4.2,423.0,40.5,52.6,10.5,84.6,in demand
EV1860,LiFePO4,Sedan,43.9,443.8,3.1,50.7,52.9,88.76,in demand
EV0209,Li-ion,SUV,23.8,134.7,34.8,38.0,66.2,26.94,not in demand
EV0294,Li-ion,Truck,1.1,247.1,35.0,59.5,1.3,49.42,in demand
EV1120,LiFePO4,SUV,19.8,253.0,26.5,38.6,14.6,50.6,in demand
EV2214,Li-ion,Sedan,21.1,214.6,26.2,63.0,74.5,42.92,in demand
EV1610,LiFePO4,SUV,39.8,438.4,10.9,89.7,69.3,87.68,in demand
EV1265,Li-ion,Hatchback,-4.7,497.3,39.4,29.2,34.9,99.46,in demand
EV0991,NiMH,Sedan,15.1,156.3,55.4,51.9,118.9,31.26,not in demand
EV2603,LiFePO4,Sedan,5.6,42.9,57.1,43.7,75.2,8.58,not in demand
EV1617,NiMH,SUV,42.1,463.4,5.0,38.5,99.5,92.68,in demand
EV0354,Li-ion,Sedan,30.7,452.2,55.4,90.7,38.9,90.44,in demand
EV0825,LiFePO4,Truck,23.0,443.9,11.5,47.8,67.9,88.78,in demand
EV2023,LiFePO4,SUV,-3.0,486.0,47.9,40.6,117.4,97.2,in demand
EV1014,NiMH,Hatchback,23.9,243.9,68.7,62.9,41.7,48.78,in demand
EV2556,NiMH,SUV,29.8,444.1,33.8,44.3,4.8,88.82,in demand
EV3049,LiFePO4,Hatchback,32.6,84.0,88.7,36.4,107.4,16.8,not in demand
EV1229,NiMH,SUV,7.8,118.4,89.4,36.4,102.0,23.68,not in demand
EV0260,Li-ion,Hatchback,14.5,322.9,18.5,77.2,30.8,64.58,in demand
EV1520,Li-ion,Truck,37.8,352.2,17.4,64.8,32.3,70.44,in demand
EV1778,Li-ion,Sedan,11.1,307.6,82.9,34.4,100.9,61.52,in demand
EV2104,NiMH,Hatchback,25.1,103.5,8.1,35.6,49.6,20.7,not in demand
EV1771,Li-ion,SUV,1.0,273.3,97.3,22.7,49.2,54.66,in demand
EV0179,Li-ion,SUV,30.2,169.4,53.3,38.0,18.7,33.88,not in demand
EV0053,NiMH,Truck,15.3,106.4,8.4,90.6,59.6,21.28,not in demand
EV3474,Li-ion,Sedan,11.6,325.6,18.7,77.3,21.4,65.12,in demand
EV0108,LiFePO4,Sedan,17.1,132.3,30.2,93.7,116.5,26.46,not in demand
EV0469,Li-ion,SUV,30.5,430.0,33.6,21.0,108.6,86.0,in demand
EV2410,LiFePO4,Truck,23.4,371.3,24.5,63.0,114.1,74.26,in demand
EV2788,NiMH,SUV,28.7,397.7,28.1,46.8,82.7,79.54,in demand
EV2345,NiMH,Sedan,26.6,393.5,38.8,49.5,57.6,78.7,in demand
EV1034,NiMH,SUV,20.1,417.1,51.8,58.0,86.3,83.42,in demand
EV1098,Li-ion,Sedan,13.6,303.1,5.9,69.2,54.1,60.62,in demand
EV0544,Li-ion,Sedan,14.5,66.8,2.2,72.1,37.2,13.36,not in demand
EV1047,NiMH,Hatchback,-9.4,252.4,80.5,33.2,32.2,50.48,in demand
EV1895,Li-ion,Hatchback,28.6,41.2,35.6,79.0,87.4,8.24,not in demand
EV2224,NiMH,SUV,8.8,438.9,9.9,71.8,42.8,87.78,in demand
EV0031,NiMH,Sedan,33.2,46.1,36.8,74.3,76.8,9.22,not in demand
EV0726,Li-ion,Truck,-9.2,39.3,34.3,22.4,19.3,7.86,not in demand
EV1793,NiMH,Hatchback,17.9,307.3,96.3,61.9,111.0,61.46,in demand
EV1943,Li-ion,Hatchback,-4.7,112.8,32.3,86.8,15.0,22.56,not in demand
EV1915,LiFePO4,Sedan,25.4,89.7,87.7,63.6,92.7,17.94,not in demand
EV1427,NiMH,SUV,24.6,299.3,87.2,69.8,22.6,59.86,in demand
EV2498,LiFePO4,Sedan,3.7,53.9,2.9,85.7,58.0,10.78,not in demand
EV0437,LiFePO4,SUV,4.1,388.3,57.7,71.7,69.1,77.66,in demand
EV2471,Li-ion,Sedan,23.4,60.7,73.8,55.0,17.9,12.14,not in demand
EV0913,Li-ion,SUV,1.4,332.6,8.5,90.9,103.0,66.52,in demand
EV1543,Li-ion,Sedan,0.4,126.1,9.6,56.1,51.0,25.22,not in demand
EV1621,NiMH,Truck,20.0,398.1,64.0,39.6,46.6,79.62,in demand
EV3380,Li-ion,Sedan,8.5,194.7,67.1,22.9,89.8,38.94,not in demand
EV0507,Li-ion,Truck,11.9,374.1,70.1,88.5,93.8,74.82,in demand
EV2288,Li-ion,Hatchback,-7.0,367.2,94.0,73.5,56.4,73.44,in demand
EV2284,NiMH,Hatchback,18.9,130.8,23.3,94.9,54.4,26.16,not in demand
EV1239,NiMH,Sedan,-6.5,291.7,4.9,33.6,7.6,58.34,in demand
EV0904,Li-ion,Truck,17.3,143.8,3.1,56.8,83.3,28.76,not in demand
EV3299,NiMH,Truck,29.7,128.4,77.6,27.0,10.3,25.68,not in demand
EV3232,Li-ion,SUV,12.1,53.4,37.0,64.1,70.0,10.68,not in demand
EV2860,NiMH,Sedan,3.4,300.1,70.3,20.5,97.6,60.02,in demand
EV0508,LiFePO4,Truck,-9.6,56.7,25.8,87.5,33.5,11.34,not in demand
EV3222,Li-ion,Sedan,4.5,128.1,52.5,97.9,58.4,25.62,not in demand
EV0184,Li-ion,Sedan,18.9,114.9,86.7,98.2,7.3,22.98,not in demand
EV1565,Li-ion,SUV,6.8,328.1,84.5,51.5,30.9,65.62,in demand
EV2705,LiFePO4,Truck,4.0,391.3,19.9,41.2,58.8,78.26,in demand
EV0322,LiFePO4,Hatchback,-7.0,216.1,82.3,93.8,96.5,43.22,in demand
EV1208,Li-ion,SUV,15.1,78.9,95.4,39.6,31.4,15.78,not in demand
EV1539,NiMH,Sedan,27.6,125.0,28.7,32.7,87.5,25.0,not in demand
EV1838,LiFePO4,Truck,12.7,29.8,32.5,87.7,98.5,5.96,not in demand
EV2381,NiMH,Truck,14.7,415.8,100.0,28.6,111.4,83.16,in demand
EV1913,NiMH,SUV,23.4,272.7,19.4,25.0,12.7,54.54,in demand
EV1841,LiFePO4,Truck,-8.6,177.1,79.1,86.9,107.1,35.42,not in demand
EV2116,LiFePO4,SUV,16.6,470.8,22.0,49.9,28.2,94.16,in demand
EV2096,LiFePO4,SUV,9.8,206.3,42.2,87.1,63.8,41.26,in demand
EV1147,Li-ion,Truck,33.9,60.4,53.0,80.1,100.4,12.08,not in demand
EV2487,LiFePO4,Hatchback,10.7,289.1,99.5,63.2,53.3,57.82,in demand
EV0045,Li-ion,Truck,-7.7,461.0,44.7,39.7,5.0,92.2,in demand
EV2155,Li-ion,SUV,-0.7,174.6,43.6,55.0,35.1,34.92,not in demand
EV1527,Li-ion,Hatchback,14.5,321.9,57.6,40.0,50.3,64.38,in demand
EV2485,NiMH,Hatchback,35.4,261.6,59.2,48.2,5.3,52.32,in demand
EV1379,NiMH,Truck,25.4,274.7,45.4,39.0,74.6,54.94,in demand
EV1766,LiFePO4,Truck,27.9,292.9,29.1,52.5,69.5,58.58,in demand
EV3013,NiMH,Sedan,0.5,162.6,34.4,82.8,75.2,32.52,not in demand
EV0414,NiMH,SUV,39.9,202.3,35.5,79.4,25.8,40.46,in demand
EV0594,LiFePO4,Sedan,43.8,495.5,81.3,36.8,92.1,99.1,in demand
EV1408,NiMH,SUV,20.1,281.4,51.2,80.1,73.5,56.28,in demand
EV1659,Li-ion,Sedan,-2.8,416.3,11.1,67.9,118.0,83.26,in demand
EV0802,NiMH,Hatchback,9.8,373.1,6.4,31.6,61.6,74.62,in demand
EV1289,Li-ion,Hatchback,0.3,408.7,1.5,90.8,95.9,81.74,in demand
EV2183,LiFePO4,Truck,36.0,340.7,41.9,97.6,52.6,68.14,in demand
EV2589,NiMH,Hatchback,4.4,223.1,48.2,58.4,29.2,44.62,in demand
EV2616,NiMH,Truck,4.7,322.3,89.0,69.5,115.9,64.46,in demand
EV2319,Li-ion,Hatchback,31.1,185.0,95.1,65.7,39.6,37.0,not in demand
EV0257,NiMH,SUV,2.0,16.7,84.2,37.2,95.7,3.34,not in demand
EV3421,LiFePO4,Hatchback,17.2,438.6,18.0,60.4,37.8,87.72,in demand
EV1730,LiFePO4,Truck,16.6,308.1,61.4,83.7,0.1,61.62,in demand
EV1152,NiMH,Sedan,37.1,116.6,67.4,76.4,3.1,23.32,not in demand
EV0494,LiFePO4,SUV,-1.6,224.0,51.0,36.9,57.6,44.8,in demand
EV0648,Li-ion,SUV,30.9,24.6,92.9,99.1,93.3,4.92,not in demand
EV2909,Li-ion,Truck,3.0,394.9,91.0,85.6,45.0,78.98,in demand
EV1703,NiMH,Sedan,-5.4,222.4,49.1,38.5,71.6,44.48,in demand
EV1882,NiMH,SUV,43.3,84.4,12.9,81.5,72.5,16.88,not in demand
EV1954,NiMH,Hatchback,14.9,22.0,91.2,49.5,101.9,4.4,not in demand
EV1316,LiFePO4,Hatchback,7.8,343.7,57.7,70.1,105.1,68.74,in demand
EV2270,NiMH,SUV,36.7,183.2,47.9,50.9,54.2,36.64,not in demand
EV1967,Li-ion,Hatchback,8.6,253.6,24.6,20.2,116.8,50.72,in demand
EV2466,NiMH,Sedan,20.5,93.9,59.8,21.8,86.9,18.78,not in demand
EV0906,Li-ion,Sedan,-4.1,213.3,98.6,44.3,96.3,42.66,in demand
EV1351,Li-ion,Hatchback,41.6,57.3,51.1,47.0,60.5,11.46,not in demand
EV3297,Li-ion,Sedan,-8.7,117.2,28.8,82.0,1.6,23.44,not in demand
EV0113,Li-ion,SUV,18.8,347.4,98.8,48.2,42.6,69.48,in demand
EV3134,LiFePO4,Hatchback,4.0,425.6,87.4,47.2,82.8,85.12,in demand
EV0264,LiFePO4,Truck,-0.9,67.6,1.9,60.2,82.4,13.52,not in demand
EV1394,Li-ion,SUV,36.8,186.8,2.5,65.4,23.0,37.36,not in demand
EV1879,LiFePO4,Sedan,34.8,158.4,94.6,79.9,43.5,31.68,not in demand
EV1187,Li-ion,Hatchback,10.7,139.3,61.8,65.0,50.0,27.86,not in demand
EV3072,LiFePO4,Sedan,17.5,256.2,68.3,88.5,45.9,51.24,in demand
EV0057,LiFePO4,Hatchback,25.5,241.8,1.4,71.2,38.3,48.36,in demand
EV1310,NiMH,Hatchback,-3.2,79.1,53.3,98.5,27.7,15.82,not in demand
EV0696,NiMH,Truck,43.8,451.7,73.9,52.1,92.8,90.34,in demand
EV2953,NiMH,Truck,41.3,155.6,80.2,27.1,43.1,31.12,not in demand
EV1727,Li-ion,Truck,33.3,473.8,37.6,59.7,30.1,94.76,in demand
EV2092,Li-ion,Sedan,-3.9,457.2,86.8,77.5,106.6,91.44,in demand
EV2878,NiMH,SUV,12.8,26.0,68.5,98.7,18.4,5.2,not in demand
EV0320,NiMH,Truck,27.0,334.6,79.1,95.4,71.1,66.92,in demand
EV0375,NiMH,Truck,44.7,13.1,68.3,60.2,110.4,2.62,not in demand
EV0683,NiMH,Sedan,-9.0,442.9,1.8,38.7,110.0,88.58,in demand
EV2926,Li-ion,Sedan,39.6,278.9,57.6,55.3,36.6,55.78,in demand
EV3214,NiMH,SUV,-6.0,328.9,49.8,72.4,18.1,65.78,in demand
EV2003,Li-ion,SUV,42.0,353.9,81.0,61.8,73.8,70.78,in demand
EV2480,Li-ion,Truck,20.2,495.2,71.8,25.3,6.7,99.04,in demand
EV2622,NiMH,SUV,2.0,448.6,31.1,21.3,65.0,89.72,in demand
EV0287,Li-ion,SUV,0.7,112.1,70.8,21.1,88.0,22.42,not in demand
EV1889,NiMH,SUV,5.0,344.4,92.1,94.1,18.5,68.88,in demand
EV2338,Li-ion,Hatchback,17.1,388.2,68.6,33.5,56.0,77.64,in demand
EV2521,NiMH,Hatchback,23.3,142.4,74.6,59.5,112.3,28.48,not in demand
EV2278,LiFePO4,Sedan,-6.7,144.1,62.8,64.6,15.2,28.82,not in demand
EV2128,NiMH,Hatchback,-9.2,314.6,76.2,75.4,73.8,62.92,in demand
EV3500,Li-ion,SUV,41.9,370.8,59.3,98.5,73.7,74.16,in demand
EV0012,LiFePO4,SUV,29.8,156.3,35.3,21.4,64.4,31.26,not in demand
EV2084,LiFePO4,Truck,38.7,212.5,28.9,85.0,70.7,42.5,in demand
EV0737,LiFePO4,Sedan,0.7,279.3,24.3,47.3,31.7,55.86,in demand
EV0834,NiMH,Sedan,7.3,391.7,73.7,69.5,23.3,78.34,in demand
EV0337,Li-ion,Hatchback,-7.2,314.3,68.4,38.3,11.3,62.86,in demand
EV2597,LiFePO4,Truck,27.5,6.7,46.7,41.5,75.8,1.34,not in demand
EV2772,NiMH,Sedan,34.8,388.7,83.3,45.4,77.5,77.74,in demand
EV2068,Li-ion,Hatchback,26.6,465.3,64.3,61.4,85.5,93.06,in demand
EV0156,LiFePO4,Hatchback,33.5,23.2,96.3,92.2,40.2,4.64,not in demand
EV1072,Li-ion,Hatchback,14.8,449.4,24.7,77.4,26.4,89.88,in demand
EV2291,LiFePO4,Truck,28.0,281.3,65.8,81.1,43.2,56.26,in demand
EV1673,LiFePO4,Truck,42.4,89.3,43.3,68.3,42.1,17.86,not in demand
EV0864,LiFePO4,SUV,22.1,455.9,84.5,91.5,62.3,91.18,in demand
EV2784,LiFePO4,SUV,5.7,295.8,22.9,71.2,109.6,59.16,in demand
EV0916,Li-ion,Hatchback,9.6,58.2,90.4,38.5,37.4,11.64,not in demand
EV0872,NiMH,SUV,16.7,266.3,58.9,92.7,91.9,53.26,in demand
EV3367,Li-ion,Hatchback,42.8,203.9,63.5,29.2,60.9,40.78,in demand
EV1489,Li-ion,Sedan,22.4,352.7,16.0,49.0,103.0,70.54,in demand
EV0499,NiMH,Sedan,13.6,119.9,52.8,68.5,56.0,23.98,not in demand
EV2639,LiFePO4,Hatchback,16.1,189.8,10.0,51.8,92.4,37.96,not in demand
EV3480,LiFePO4,Hatchback,42.3,178.7,76.6,75.9,85.0,35.74,not in demand
EV2582,LiFePO4,Sedan,-7.7,237.8,92.6,51.3,20.5,47.56,in demand
EV3124,LiFePO4,Hatchback,33.0,121.3,52.4,54.8,42.2,24.26,not in demand
EV2922,NiMH,SUV,23.4,349.2,69.4,41.0,85.3,69.84,in demand
EV2976,Li-ion,SUV,11.3,272.0,18.2,23.3,116.1,54.4,in demand
EV2645,Li-ion,SUV,29.0,41.9,42.5,33.5,45.7,8.38,not in demand
EV1967,Li-ion,Hatchback,8.6,253.6,24.6,20.2,116.8,50.72,in demand
EV1286,NiMH,Sedan,33.8,396.7,86.4,74.6,25.3,79.34,in demand
EV2035,NiMH,Truck,23.2,401.5,17.1,31.4,67.1,80.3,in demand
EV1023,LiFePO4,SUV,18.4,451.4,89.6,99.8,65.6,90.28,in demand
EV2283,NiMH,SUV,27.3,85.9,85.7,64.9,40.6,17.18,not in demand
EV0428,Li-ion,Sedan,5.2,361.5,93.6,92.4,48.2,72.3,in demand
EV0215,NiMH,Sedan,7.3,495.4,29.6,23.0,64.2,99.08,in demand
EV3064,Li-ion,Hatchback,22.1,300.0,32.0,65.8,97.4,60.0,in demand
EV0833,NiMH,Truck,-7.0,209.5,10.2,27.3,68.9,41.9,in demand
EV0666,NiMH,Hatchback,-8.3,90.3,33.3,49.0,92.6,18.06,not in demand
EV0803,NiMH,Truck,-5.2,87.8,79.6,64.2,70.6,17.56,not in demand
EV2639,LiFePO4,Hatchback,16.1,189.8,10.0,51.8,92.4,37.96,not in demand
EV3177,Li-ion,Truck,14.6,474.2,35.9,35.3,69.8,94.84,in demand
EV0678,Li-ion,Hatchback,19.4,407.8,95.6,83.6,23.7,81.56,in demand
EV3122,Li-ion,Truck,-6.1,68.1,88.1,87.1,45.0,13.62,not in demand
EV1018,Li-ion,Hatchback,44.6,77.4,96.8,58.2,21.3,15.48,not in demand
EV0558,Li-ion,Hatchback,25.1,183.0,28.6,49.9,97.8,36.6,not in demand
EV2400,LiFePO4,SUV,-6.4,291.7,44.4,90.2,102.5,58.34,in demand
EV1208,Li-ion,SUV,15.1,78.9,95.4,39.6,31.4,15.78,not in demand
EV2006,LiFePO4,SUV,15.4,32.2,21.5,99.0,14.1,6.44,not in demand
EV2657,LiFePO4,Hatchback,31.1,49.6,86.1,59.3,1.3,9.92,not in demand
EV2136,LiFePO4,Truck,42.6,277.3,57.0,58.1,22.3,55.46,in demand
EV1511,NiMH,SUV,8.9,79.0,57.6,29.3,112.7,15.8,not in demand
EV1737,LiFePO4,Sedan,-3.0,89.1,79.3,89.1,22.5,17.82,not in demand
EV0246,LiFePO4,SUV,0.4,452.9,15.8,94.5,117.4,90.58,in demand
EV1164,LiFePO4,SUV,44.8,180.6,69.4,32.3,51.8,36.12,not in demand
EV3363,Li-ion,Truck,17.3,16.3,86.0,65.6,15.0,3.26,not in demand
EV0267,LiFePO4,Truck,16.3,330.7,96.8,53.4,12.0,66.14,in demand
EV2367,LiFePO4,Truck,2.7,400.8,52.6,69.7,38.6,80.16,in demand
EV1115,NiMH,Sedan,3.1,453.0,86.2,28.6,2.6,90.6,in demand
EV0064,NiMH,SUV,-1.8,404.0,62.1,77.9,111.1,80.8,in demand
EV2593,Li-ion,Truck,18.4,445.5,30.1,20.1,114.8,89.1,in demand
EV2789,Li-ion,SUV,-8.4,24.8,41.3,31.2,50.9,4.96,not in demand
EV2758,LiFePO4,SUV,12.1,246.0,82.2,59.5,91.4,49.2,in demand
EV3012,Li-ion,Sedan,44.8,167.8,15.6,31.7,54.9,33.56,not in demand
EV3077,NiMH,Hatchback,31.6,34.9,34.9,32.1,38.9,6.98,not in demand
EV2999,NiMH,SUV,44.7,240.9,4.1,89.8,8.4,48.18,in demand
EV2816,LiFePO4,Truck,5.1,283.9,51.6,31.5,74.2,56.78,in demand
EV2260,NiMH,Hatchback,-0.4,452.0,44.7,43.2,99.5,90.4,in demand
EV0680,NiMH,Sedan,7.9,407.7,79.8,51.7,95.3,81.54,in demand
EV3205,NiMH,SUV,39.3,335.7,22.5,33.4,38.3,67.14,in demand
EV1238,LiFePO4,Sedan,9.7,421.0,65.5,34.6,59.4,84.2,in demand
EV0104,Li-ion,Hatchback,32.9,63.4,18.9,70.0,56.3,12.68,not in demand
EV2644,Li-ion,Hatchback,26.5,484.3,13.6,21.3,87.1,96.86,in demand
EV0273,Li-ion,Truck,36.0,201.1,75.2,43.2,73.0,40.22,in demand
EV0509,NiMH,Hatchback,18.8,123.8,92.3,27.9,17.3,24.76,not in demand
EV2227,LiFePO4,Truck,7.3,250.9,43.7,60.6,33.3,50.18,in demand
EV3320,LiFePO4,Hatchback,13.9,216.8,72.6,94.8,29.2,43.36,in demand
EV2442,LiFePO4,SUV,7.9,308.1,96.9,86.6,85.2,61.62,in demand
EV0866,LiFePO4,SUV,24.1,98.9,8.8,35.2,62.1,19.78,not in demand
EV3327,Li-ion,Sedan,0.6,40.7,82.8,61.3,25.3,8.14,not in demand
EV0909,NiMH,Truck,7.9,434.6,54.1,91.2,46.9,86.92,in demand
EV2115,Li-ion,Sedan,41.0,482.9,54.2,77.8,89.9,96.58,in demand
EV1808,NiMH,Sedan,16.8,263.3,33.3,52.8,32.6,52.66,in demand
EV1628,Li-ion,Hatchback,8.5,394.9,8.3,96.1,79.1,78.98,in demand
EV2874,Li-ion,Truck,13.2,348.0,44.6,76.9,116.5,69.6,in demand
EV1523,LiFePO4,Sedan,21.5,20.9,70.6,57.4,35.9,4.18,not in demand
EV0836,LiFePO4,SUV,1.9,349.0,32.4,26.1,90.6,69.8,in demand
EV0359,NiMH,SUV,5.0,172.9,82.6,53.5,3.8,34.58,not in demand
EV0139,LiFePO4,Sedan,28.5,403.2,39.4,64.4,26.9,80.64,in demand
EV0300,NiMH,Sedan,39.7,412.8,61.4,65.2,110.6,82.56,in demand
EV1557,LiFePO4,SUV,4.3,31.5,24.5,32.6,96.8,6.3,not in demand
EV1004,LiFePO4,Sedan,20.1,4.3,86.2,54.0,34.3,0.86,not in demand
EV0383,Li-ion,SUV,6.7,17.9,54.0,47.7,91.6,3.58,not in demand
EV0942,NiMH,Truck,-6.8,203.3,95.8,56.5,89.9,40.66,in demand
EV1124,LiFePO4,Sedan,16.9,423.3,49.2,61.1,64.0,84.66,in demand
EV0862,LiFePO4,SUV,-6.6,365.3,11.8,65.8,70.2,73.06,in demand
EV0762,Li-ion,Sedan,16.3,244.9,95.4,31.0,29.2,48.98,in demand
EV1706,LiFePO4,SUV,44.4,8.9,27.6,40.3,35.4,1.78,not in demand
EV1874,NiMH,Truck,-5.6,129.3,13.6,88.5,116.5,25.86,not in demand
EV2551,NiMH,Truck,23.1,457.5,45.4,29.0,105.5,91.5,in demand
EV2087,NiMH,Sedan,21.4,293.6,55.3,80.2,26.9,58.72,in demand
EV2198,Li-ion,Truck,-5.3,0.6,74.7,88.6,103.4,0.12,not in demand
EV0899,NiMH,Truck,37.1,43.2,3.4,63.2,57.6,8.64,not in demand
EV0866,LiFePO4,SUV,24.1,98.9,8.8,35.2,62.1,19.78,not in demand
EV1052,Li-ion,SUV,31.0,273.3,77.5,36.4,40.0,54.66,in demand
EV1403,NiMH,Hatchback,-9.9,312.5,62.1,95.7,68.3,62.5,in demand
EV0681,Li-ion,SUV,42.5,247.4,96.5,96.3,94.8,49.48,in demand
EV3422,NiMH,Sedan,42.9,197.6,6.3,62.9,11.4,39.52,not in demand
EV3012,Li-ion,Sedan,44.8,167.8,15.6,31.7,54.9,33.56,not in demand
